source<Long>,target<Long>,weight<Double>
425,818,0.17
425,825,0.62
425,833,0.09
425,889,0.3
425,954,0.8
425,972,0.44
425,1019,0.72
426,37,0.73
426,47,0.83
426,184,0.59
426,213,0.06
426,219,0.97
426,304,0.75
426,436,0.04
426,529,0.75
426,541,0.82
426,624,0.32
426,662,0.55
426,695,0.88
426,703,0.19
426,709,0.28
426,783,0.73
426,832,0.61
426,885,0.34
426,984,0.82
426,995,0.42
427,56,0.93
427,200,0.09
427,237,0.11
427,281,0.59
427,305,0.92
427,373,0.91
427,386,0.72
427,453,0.59
427,481,1
427,697,0.63
427,806,0.68
428,47,0.3
428,53,0.35
428,60,0.96
428,105,0.23
428,307,0.99
428,373,0.54
428,381,0.92
428,404,0.64
428,574,0.5
428,659,0.5
428,832,0.79
428,863,0.32
428,887,0.16
428,1013,0.17
429,260,0.4
429,269,0.94
429,470,0.75
429,946,0.06
429,1019,0.21
430,382,0.22
430,386,0.03
431,177,0.6
431,205,0.03
431,474,0.26
431,584,0.97
431,766,0.39
431,771,0.9
431,825,0.97
431,921,0.72
432,313,0.38
432,369,0.52
432,390,0.57
432,662,0.03
432,740,0.73
432,831,0.96
433,90,0.3
433,124,0.91
433,154,0.05
433,202,0.77
433,303,0.12
433,477,0.15
433,526,0.55
433,811,0.54
433,976,0.07
434,282,0.53
434,322,0.81
434,533,0.18
434,663,0.72
434,734,0.36
434,769,0.44
434,919,0.97
435,376,0.21
435,481,0.47
435,965,0.83
435,999,0.1
436,16,0.51
436,31,0.16
436,89,0.81
436,105,0.87
436,197,0.72
436,304,0.73
436,548,0.38
436,625,0.36
436,740,0.65
436,815,0.6
436,917,0.97
436,928,0.1
436,938,0.82
436,945,0.3
437,726,0.06
437,753,0.82
437,932,0.35
438,427,0.97
438,674,0.83
438,750,0.27
438,821,0.2
438,886,0.31
439,29,0.27
439,136,0.57
439,487,0.39
440,92,0.37
440,479,0.85
440,752,0.78
440,836,0.17
441,61,0.37
441,63,0.28
441,164,0.52
441,316,0.03
441,629,0.36
441,886,0.98
442,31,0.78
442,161,0.68
442,271,0.31
442,290,0.23
442,361,0.08
442,393,0.67
442,443,1
442,651,0.29
442,655,0.07
442,693,0.1
442,699,0.72
442,700,0.49
442,707,0.54
442,839,0.94
442,855,0.05
442,862,0.36
442,909,0.07
442,1016,0.3
443,6,0.5
443,175,0.12
443,197,1
443,212,0.46
443,249,0.99
443,428,0.65
443,512,0.33
443,690,0.4
443,711,0.97
443,885,0.27
444,79,0.93
444,172,0.72
444,241,0.29
444,337,0.1
444,343,0.74
444,516,0.36
444,842,0.34
444,937,0.25
444,964,0.66
445,87,0.6
445,312,0.44
445,438,0.32
446,56,0.95
446,656,0.37
446,883,0.27
446,888,0.9
447,645,0.38
448,335,0.17
448,891,0.41
449,93,0.36
449,227,0.49
449,282,0.9
449,331,0.11
449,363,0.99
449,377,0.74
449,423,0.41
449,615,0.11
450,88,0.78
450,157,0.22
450,248,0.7
450,256,0.26
450,467,0.64
450,538,0.52
450,738,0.28
450,782,0.03
450,861,0.09
450,891,0.13
451,338,0.01
451,394,0.9
451,832,0.05
451,934,0.44
451,954,0.59
451,963,0.85
451,973,0.79
452,283,0.65
452,808,0.45
453,16,0.52
453,49,0.74
453,84,0.73
453,231,0.61
453,234,0.36
453,246,0.44
453,320,0.52
453,599,0.41
453,905,0.7
454,716,0.97
454,851,0.95
455,629,0.92
456,589,0.29
456,926,0.33
457,147,0.56
457,152,0.92
457,229,0.52
457,281,0.31
457,393,0.2
457,411,0.71
457,416,0.5
457,471,0.54
457,481,0.24
457,578,0.2
457,616,0.32
457,636,0.05
457,658,0.99
457,760,0.44
457,761,0.37
457,938,0.46
457,994,0.53
458,52,0.93
458,97,1
458,123,0.85
458,195,0.13
458,200,0.26
458,280,0.28
458,322,0.13
458,381,0.66
458,393,0.41
458,516,0.79
458,740,0.22
458,898,0.21
458,951,0.43
458,977,0.16
459,598,0.61
459,614,0.01
460,1,0.21
460,6,0.69
460,57,0.34
460,194,0.25
460,210,0.94
460,266,0.23
460,376,0.07
460,440,0.44
460,532,0.57
460,654,0.98
460,692,0.45
460,839,0.94
460,899,0.04
461,415,0.15
462,22,0.66
462,96,0.58
462,98,0.06
462,106,0.52
462,142,0.16
462,194,0.1
462,262,0.8
462,327,0.69
462,472,0.37
462,497,0.6
462,663,0.56
462,999,0.33
463,4,0.29
463,535,0.33
463,669,0.63
463,868,0.58
464,241,0.98
464,321,0.17
464,526,0.86
464,604,0.95
464,750,0.98
464,798,0.39
465,226,0.22
465,304,0.93
465,333,0.58
465,435,0.55
465,983,0.34
466,6,0.67
466,52,0.44
466,57,0.74
466,128,0.11
466,142,0.28
466,154,0.15
466,164,0.3
466,208,0.78
466,215,0.48
466,253,0.64
466,281,0.96
466,299,0.23
466,358,0.8
466,388,0.55
466,404,0.39
466,529,0.26
466,541,0.51
466,570,0.2
466,595,0.26
466,628,0.36
466,637,0.95
466,651,0.73
466,656,0.76
466,659,0.03
466,663,0.03
466,730,0.72
466,738,0.36
466,766,0.4
466,772,0.56
466,938,0.35
466,946,0.92
466,978,0.46
467,278,0.57
467,282,0.51
467,285,0.43
467,307,0.57
467,358,0.18
467,438,0.1
467,540,0.11
467,624,0.55
467,702,0.24
467,713,0.28
467,831,0.2
467,848,0.19
467,920,0.91
467,935,0.89
467,949,0.65
467,1009,0.54
468,103,0.58
468,128,0.53
468,131,0.51
468,194,0.4
468,204,0.99
468,260,0.17
468,506,0.75
468,556,0.57
468,574,0.19
468,584,0.95
468,673,0.41
468,719,0.02
468,954,1
468,967,0.1
470,70,0.44
470,689,0.59
470,730,0.67
470,854,0.49
471,2,0.15
471,27,0.05
471,164,0.03
471,165,0.76
471,203,0.53
471,230,0.34
471,237,0.7
471,390,0.86
471,538,0.91
471,616,0.32
471,651,0.94
471,659,0.81
471,711,0.87
471,772,0.21
471,797,0.73
471,1018,0.09
472,57,0.04
472,164,0.2
472,246,0.23
472,440,0.73
472,533,0.33
472,603,0.56
472,684,1
472,823,0.57
472,915,0.57
473,47,0.46
473,76,0.3
473,253,0.15
473,281,0.48
473,291,0.68
473,295,0.66
473,304,0.1
473,315,0.85
473,320,0.77
473,326,0.69
473,409,0.78
473,411,0.02
473,466,0.43
473,487,0.03
473,512,0.91
473,550,0.86
473,554,0.81
473,566,0.04
473,578,0.41
473,587,0.26
473,693,0.87
473,705,0.1
473,710,0.07
473,797,0.53
473,814,0.11
473,824,0.1
473,862,0.71
473,908,0.75
473,917,0.26
473,938,1
473,949,0.59
473,953,0.96
473,972,0.96
473,973,0.46
473,1010,0.57
474,11,0.59
474,79,0.9
474,92,0.1
474,102,0.52
474,141,0.87
474,177,0.79
474,182,0.34
474,276,0.47
474,281,0.45
474,467,0.96
474,468,0.01
474,599,0.34
474,659,0.56
474,738,0.16
474,760,0.08
474,814,0.57
474,929,0.09
474,931,1
474,932,0.14
475,195,0.33
475,556,0.68
476,106,0.66
476,155,0.65
476,383,0.49
476,594,0.69
476,852,0.03
476,963,0.63
476,1004,0.04
477,135,0.09
477,246,0.56
477,290,0.13
477,343,0.18
477,397,0.04
477,404,0.56
477,433,0.2
477,467,0.82
477,624,0.83
477,647,0.1
477,659,0.65
477,680,0.36
477,727,0.57
477,728,0.94
477,738,0.2
477,1005,0.86
478,99,0.76
478,658,0.51
479,281,0.64
479,365,0.59
479,1012,0.28
480,257,0.21
480,319,0.85
480,346,0.66
480,450,0.71
480,503,0.78
480,664,0.9
480,754,0.08
480,849,0.48
480,901,0.74
481,170,0.96
481,231,0.11
481,236,0.71
481,301,0.25
481,547,0.34
481,714,0.64
481,752,0.58
481,1001,0.87
482,394,0.6
482,446,0.47
482,475,0.23
482,512,0.18
482,526,0.83
482,774,0.47
483,58,0.16
483,269,0.49
483,480,0.69
484,70,0.2
484,280,0.96
484,294,0.98
484,478,0.46
484,510,0.75
484,514,0.62
484,940,0.71
485,144,0.2
485,194,0.01
485,214,0.1
485,259,0.03
485,265,0.58
485,272,0.87
485,438,0.74
485,574,0.09
485,767,0.62
485,779,0.61
485,824,0.45
485,837,0.72
485,901,0.62
486,214,0.11
486,550,0.39
486,964,1
487,382,0.24
487,608,0.83
487,741,0.25
487,995,0.86
487,997,0.25
488,71,0.99
488,427,0.13
488,624,0.06
488,630,0.8
488,766,0.2
488,938,0.45
488,953,0.77
489,425,0.57
489,651,0.58
489,685,0.28
489,706,0.95
489,1009,0.5
490,51,0.61
490,63,0.41
490,639,0.66
490,690,0.72
490,995,0.53
493,40,0.7
493,701,0.23
493,875,0.76
494,478,0.4
494,520,0.93
495,107,0.93
495,155,0.02
495,172,0.55
495,281,0.87
495,315,0.87
495,464,0.48
495,624,0.19
495,631,0.89
495,925,0.75
496,301,0.48
496,445,0.46
496,653,0.49
497,258,0.61
497,321,0.11
497,1022,0.36
498,653,0.57
498,686,0.54
499,24,0.32
499,142,0.25
499,827,0.59
499,1006,0.74
500,327,0.44
500,343,0.85
500,601,0.04
500,624,0.41
500,851,0.6
500,878,0.58
500,964,0.47
501,6,0.57
501,290,0.26
501,324,0.67
501,387,0.41
501,732,1
502,216,0.16
502,644,0.15
502,692,0.39
502,714,0.77
502,850,0.16
503,251,0.76
503,550,0.6
503,698,0.76
504,135,0.57
504,177,0.53
504,831,0.53
505,60,0.85
505,92,0.31
505,143,0.85
505,624,0.57
505,722,0.48
505,751,0.43
505,760,0.24
505,766,0.15
505,855,0.98
505,863,0.63
505,999,0.17
506,131,0.5
506,141,0.53
506,149,0.55
506,154,0.45
506,157,0.76
506,164,0.21
506,177,0.14
506,298,0.35
506,442,0.78
506,470,0.93
506,505,0.62
506,615,0.01
506,624,0.65
506,701,0.72
506,861,0.41
506,902,0.38
506,934,0.93
506,973,0.17
506,978,0.8
506,984,0.72
506,1022,0.39
507,74,0.62
507,191,0.97
507,238,0.49
507,513,0.26
507,597,0.54
507,805,0.35
508,192,0.21
508,194,0.07
508,214,0.8
508,281,0.36
508,286,0.58
508,304,0.23
508,381,0.46
508,474,0.64
508,491,0.26
508,531,0.96
508,544,0.85
508,548,0.78
508,644,0.11
508,660,0.75
508,725,0.64
508,767,0.37
508,837,0.34
508,886,0.14
508,938,0.13
508,976,0.91
508,978,0.11
509,29,0.88
509,472,0.05
510,369,0.48
510,539,0.16
510,773,0.12
510,783,0.82
511,136,0.08
511,144,0.71
511,310,0.33
511,366,0.26
511,377,0.75
511,719,0.38
511,965,0.86
511,1022,0.88
512,17,0.76
512,27,0.08
512,123,0.47
512,131,0.13
512,143,0.35
512,148,0.42
512,198,0.86
512,236,0.88
512,281,0.48
512,315,0.93
512,393,0.83
512,538,0.08
512,570,0.9
512,586,0.74
512,651,0.72
512,686,0.1
512,717,0.26
512,842,0.03
512,882,0.88
512,938,0.72
512,977,0.19
512,989,0.7
513,183,0.23
513,186,0.3
513,254,0.33
513,298,0.9
513,335,0.12
513,474,0.67
513,736,0.55
514,167,0.72
514,174,0.05
514,361,0.91
514,983,0.09
515,552,0.13
515,584,0.99
515,984,0.07
516,472,0.99
516,601,0.45
516,873,0.41
516,925,0.64
517,784,0.76
517,850,0.25
517,870,0.66
517,875,0.2
518,359,1
518,528,0.1
520,47,0.41
520,72,0.28
520,106,0.25
520,248,0.24
520,366,0.29
520,421,0.82
520,538,0.69
520,777,0.85
520,823,0.23
521,94,0.38
521,314,0.05
521,490,0.23
521,651,0.06
521,690,0.26
521,833,0.14
521,1018,1
522,20,0.07
522,473,0.45
522,601,0.96
522,603,0.14
522,670,0.2
522,725,0.03
522,951,0.66
522,977,0.3
523,66,0.11
523,815,0.35
524,120,0.22
524,266,0.91
524,404,0.11
524,624,0.38
524,640,0.41
524,714,0.43
525,2,0.09
525,92,0.55
525,316,0.86
525,536,0.71
525,603,0.02
526,377,0.97
526,390,0.42
526,411,0.88
526,427,0.45
526,453,0.82
526,618,0.89
526,637,0.87
526,953,0.25
527,36,0.95
527,606,0.21
527,666,0.06
527,914,0.89
528,301,0.51
528,427,0.43
528,538,0.51
528,645,0.79
529,49,0.38
529,91,0.3
529,113,0.9
529,164,0.93
529,178,0.59
529,197,0.63
529,204,0.51
529,295,0.36
529,341,0.5
529,404,0.06
529,580,0.24
529,725,0.04
529,768,0.57
529,850,0.69
530,248,0.87
530,328,0.16
530,388,0.7
530,699,0.08
530,953,0.38
531,26,0.14
531,93,0.01
531,340,0.44
531,709,0.62
532,55,0.35
532,304,0.95
532,319,0.63
532,1007,0.61
533,34,0.77
533,106,0.38
533,524,0.65
533,944,0.81
534,55,0.02
534,250,0.19
534,326,0.21
534,358,0.69
534,611,0.07
534,681,0.66
534,859,0.75
535,19,0.01
535,245,0.55
535,289,0.33
535,669,0.11
535,702,0.75
535,765,0.13
535,797,0.75
535,948,0.35
536,88,0.12
536,98,0.23
536,402,0.74
536,549,0.32
536,713,0.36
536,761,0.33
536,826,0.83
537,337,0.24
537,341,0.7
537,713,0.71
537,867,0.36
538,14,0.45
538,47,0.61
538,104,0.6
538,185,0.27
538,202,0.76
538,241,0.3
538,286,0.63
538,432,0.13
538,585,0.23
538,674,0.19
538,713,0.44
538,794,0.52
538,797,0.05
538,814,0.11
538,938,0.66
538,1015,0.37
539,2,0.71
539,322,0.05
539,476,0.71
539,722,0.96
539,950,0.28
539,984,0.53
540,50,0.96
540,643,0.53
541,8,0.4
541,17,0.18
541,59,0.56
541,90,0.29
541,93,0.21
541,131,0.09
541,185,0.63
541,197,0.09
541,215,0.9
541,240,0.48
541,426,0.49
541,466,0.63
541,468,0.84
541,473,0.67
541,540,0.58
541,594,0.71
541,810,0.18
541,818,0.28
541,842,0.26
541,906,0.96
542,54,0.37
543,246,0.56
543,302,0.49
543,547,0.97
543,961,0.66
543,1012,0.63
544,14,0.67
544,27,0.18
544,49,0.22
544,84,0.96
544,159,0.27
544,197,0.78
544,252,0.39
544,325,0.42
544,427,0.8
544,481,0.08
544,564,0.07
544,614,0.59
544,708,0.93
544,736,0.25
544,1022,0.02
545,91,0.88
545,450,0.21
545,474,0.4
545,504,0.14
545,643,0.71
545,649,0.02
545,892,0.77
545,932,0.19
546,45,0.91
546,100,0.28
546,184,0.07
546,268,0.74
546,512,0.12
546,627,0.04
546,705,0.26
546,767,0.6
546,842,0.03
546,889,0.8
546,894,0.08
546,938,0.49
547,113,0.81
547,212,0.11
547,279,0.23
547,326,0.68
547,424,0.27
547,451,0.24
547,565,0.54
547,791,0.36
548,111,0.18
548,182,0.39
548,315,0.72
548,333,0.48
548,411,0.38
548,427,0.75
548,488,0.06
548,618,0.65
548,699,0.52
548,705,1
548,716,0.53
548,815,0.87
548,825,0.39
548,928,0.84
548,982,0.05
549,920,0.46
550,7,0.63
550,57,0.41
550,88,0.62
550,90,0.63
550,233,0.52
550,240,0.73
550,248,0.59
550,281,0.34
550,422,0.64
550,433,0.71
550,541,0.05
550,632,0.51
550,718,0.09
550,727,0.44
550,754,0.13
550,773,0.32
550,887,0.57
550,916,0.7
551,125,0.8
551,151,0.82
551,313,1
551,323,0.44
551,580,0.36
552,349,0.79
552,569,0.73
552,625,0.8
552,628,0.25
552,716,0.13
552,939,0.74
552,952,0.87
553,4,0.53
553,50,0.5
553,75,0.34
553,123,0.43
553,283,0.41
553,383,0.68
553,393,0.08
553,440,0.33
553,458,0.13
553,487,0.5
553,531,0.73
553,551,0.96
553,562,0.84
553,593,0.38
553,724,0.52
553,867,0.84
553,907,0.48
554,93,0.96
554,150,0.18
554,300,0.18
554,325,0.01
554,336,0.99
554,397,0.82
554,437,0.33
554,477,0.89
554,529,0.77
554,569,0.31
554,570,0.38
554,734,0.82
554,850,0.15
554,855,0.47
554,917,0.09
555,45,0.36
555,79,0.68
555,96,0.35
555,420,0.78
555,626,0.82
555,825,0.87
555,872,0.95
555,908,0.02
555,950,0.33
555,984,0.88
556,141,0.49
556,197,0.68
556,315,0.79
556,326,0.2
556,443,0.86
556,546,0.86
556,565,0.96
556,673,0.26
556,861,0.31
556,885,0.86
556,902,0.78
557,63,0.36
557,462,0.22
557,614,0.5
557,795,0.44
557,905,0.54
557,1002,0.45
558,710,0.12
559,314,0.34
559,385,0.73
559,853,0.19
561,27,0.69
561,108,0.89
561,215,0.31
561,297,0.4
561,569,0.29
561,734,0.42
561,749,0.03
561,843,0.75
561,989,0.35
562,355,0.04
562,473,0.68
562,522,0.27
562,699,0.15
562,709,0.92
562,747,0.31
562,750,0.38
562,848,0.84
562,929,0.37
562,959,1
563,88,0.22
563,660,0.94
563,682,0.89
563,832,0.79
563,912,0.57
563,946,0.91
564,115,0.29
564,331,0.8
564,396,0.4
564,508,0.55
564,561,0.21
564,681,0.82
564,795,0.95
564,971,0.38
565,91,0.71
565,94,0.33
565,141,0.73
565,324,0.11
565,345,0.76
565,397,1
565,566,0.84
565,706,0.73
565,720,0.66
565,757,0.36
565,782,0.85
565,899,0.41
566,30,0.33
566,51,0.17
566,141,0.47
566,425,0.5
566,474,0.07
566,554,0.07
566,593,0.22
566,659,0.39
566,706,0.92
566,768,0.76
567,58,0.62
567,128,0.07
567,253,0.22
567,261,0.77
567,308,0.82
567,784,0.95
567,940,0.52
568,30,0.34
568,505,0.88
568,506,0.83
568,699,0.53
568,705,0.87
568,769,0.85
568,771,0.55
568,852,0.78
568,863,0.48
568,908,0.56
569,95,0.91
569,341,0.54
569,425,0.41
569,515,0.86
569,534,0.65
569,686,0.02
569,711,0.17
569,845,0.01
569,876,0.98
570,160,0.7
570,193,0.95
570,197,0.81
570,236,0.83
570,354,0.77
570,600,0.07
570,703,0.31
570,738,0.09
570,833,0.54
570,842,0.98
570,907,0.17
570,946,0.32
571,315,0.14
571,339,0.43
571,556,0.31
571,624,0.71
571,855,0.18
572,309,0.23
572,464,0.08
572,503,0.36
572,536,0.4
572,659,0.91
572,704,0.64
572,941,0.84
572,953,0.81
573,30,0.93
573,141,0.79
573,376,0.02
573,431,0.41
573,657,0.49
573,699,0.74
573,966,0.21
574,75,0.37
574,396,0.67
574,485,0.76
574,501,0.07
574,824,0.81
574,965,0.51
575,15,0.21
575,41,0.66
576,90,0.33
576,136,0.84
576,471,0.53
576,474,0.93
576,539,0.14
576,638,0.74
576,647,0.21
576,949,0.93
576,972,0.84
576,989,0.49
577,68,0.99
577,574,1
577,759,0.81
578,17,0.39
578,151,0.79
578,180,0.36
578,276,0.86
578,300,0.97
578,466,0.76
578,870,0.69
578,887,0.51
578,901,0.1
579,163,0.88
579,170,0.59
579,529,0.98
580,271,0.4
580,400,0.63
580,485,0.49
580,894,0.42
580,990,0.28
581,20,0.84
581,182,0.73
581,205,0.04
581,383,0.13
581,441,0.8
581,453,0.24
581,801,0.16
581,891,0.56
581,1005,0.56
582,268,0.55
582,628,0.39
582,827,0.69
583,17,0.01
583,74,0.28
584,10,0.23
584,120,0.32
584,373,0.7
584,474,0.48
584,677,0.06
585,204,0.7
585,315,0.86
585,332,0.45
585,468,0.43
585,773,0.92
585,823,0.6
586,14,0.21
586,164,0.42
586,260,0.27
586,358,0.94
586,393,0.02
586,544,0.24
586,587,0.7
586,623,0.74
586,652,0.78
586,686,0.36
586,714,1
586,740,0.48
586,741,0.42
586,773,0.35
586,845,0.96
587,95,0.16
587,126,0.35
587,142,0.48
587,184,0.41
587,199,0.23
587,466,0.43
587,530,0.87
587,541,0.37
587,549,0.2
587,664,0.92
587,719,0.93
587,730,0.45
587,740,0.05
587,814,0.11
587,916,0.87
587,929,0.37
587,949,0.54
587,985,0.91
588,57,0.95
588,114,0.08
588,336,0.77
589,265,0.14
589,304,0.57
589,368,0.17
589,407,0.31
589,468,0.72
589,488,0.56
589,614,0.68
589,777,0.37
589,886,0.82
589,994,0.86
590,15,0.29
590,51,0.28
590,710,0.06
590,1023,0.69
591,113,0.32
591,202,0.14
591,273,0.61
591,320,0.97
591,410,0.51
591,572,0.43
591,760,0.59
591,887,0.31
592,361,0.24
592,410,0.29
592,504,0.79
592,709,0.51
592,867,0.05
592,915,0.23
592,970,0.77
593,355,0.64
593,383,0.27
593,468,0.14
593,841,0.49
593,846,0.44
593,903,0.66
594,5,0.26
594,561,0.48
594,749,0.08
594,873,0.82
595,58,0.68
595,185,0.41
595,204,0.3
595,258,0.04
595,281,0.99
595,320,0.11
595,351,0.91
595,353,0.54
595,401,0.6
595,477,0.45
595,529,0.18
595,566,0.5
595,572,0.97
595,578,0.28
596,631,0.42
596,744,0.78
597,106,0.18
597,118,1
597,158,0.4
597,469,0.69
597,503,0.5
597,508,0.31
597,522,0.89
597,557,0.65
597,705,0.72
597,999,0.41
599,57,0.46
599,92,0.39
599,375,0.14
599,451,0.51
599,472,0.73
599,474,0.79
599,503,0.53
599,707,0.56
599,862,0.8
600,61,0.7
600,138,0.04
600,693,0.33
600,838,0.4
600,1011,0.26
601,22,0.44
601,47,0.85
601,51,0.3
601,69,0.8
601,243,0.33
601,281,0.59
601,313,0.35
601,428,0.9
601,472,0.96
601,574,0.62
601,678,0.56
601,720,0.56
601,741,0.17
601,772,0.17
601,783,1
601,786,0.36
601,916,0.16
601,959,0.3
601,970,0.38
601,1023,0.47
602,105,0.67
602,958,0.88
603,541,0.49
603,562,0.41
603,651,0.49
603,972,0.74
603,981,0.48
604,47,0.6
604,50,0.35
604,338,0.41
604,477,0.5
604,513,0.14
604,699,0.08
604,717,0.46
605,289,0.86
605,339,0.33
605,410,0.44
605,917,0.32
605,919,0.01
605,982,0.59
606,148,0.22
606,223,1
606,251,0.7
606,570,0.19
606,679,0.53
607,169,0.36
607,462,0.52
607,543,0.24
607,619,0.26
607,623,0.72
607,772,0.15
607,909,0.35
607,1010,0.72
608,79,0.65
608,149,0.28
608,716,0.85
608,834,0.09
608,845,0.16
609,441,0.15
610,98,0.16
610,307,0.49
610,375,0.23
610,562,0.49
610,643,0.97
610,699,0.31
610,757,0.59
610,814,0.11
610,830,0.27
610,953,0.19
610,988,0.75
610,1022,0.88
611,176,0.64
611,197,0.49
611,265,0.23
611,285,0.16
611,411,0.12
611,486,0.14
611,618,0.42
611,691,0.8
611,881,0.37
612,13,0.03
612,97,0.28
612,128,0.57
612,166,0.11
612,258,0.93
612,499,0.75
612,512,1
612,623,0.67
612,625,0.66
612,697,0.74
612,768,0.99
612,894,0.13
612,994,0.89
613,33,1
613,446,0.55
614,388,0.03
614,736,0.34
614,881,0.2
615,1,0.84
615,143,0.43
615,189,0.26
615,467,0.29
615,505,0.61
615,659,0.69
615,698,0.23
615,857,0.39
615,933,0.59
615,972,0.85
616,205,0.6
616,234,0.16
616,304,0.1
616,481,0.04
616,636,0.54
616,697,0.04
616,978,0.13
617,7,0.25
617,266,0.29
617,324,0.45
617,599,0.7
617,644,0.89
617,985,0.41
618,298,0.95
618,367,0.84
618,526,0.95
618,543,0.96
618,705,0.12
618,751,0.79
618,772,0.29
619,236,0.47
619,486,0.26
619,537,0.39
619,570,0.8
619,757,0.69
620,109,0.09
621,272,0.95
621,593,0.97
621,767,0.26
621,896,0.54
622,90,0.32
622,163,0.47
622,235,0.3
622,282,0.15
622,983,0.72
623,37,0.87
623,393,0.14
623,569,0.55
623,672,0.06
623,738,0.44
623,984,0.79
624,17,0.75
624,118,0.63
624,183,0.09
624,208,0.35
624,291,0.71
624,426,0.96
624,450,0.5
624,611,0.23
624,655,0.16
624,717,0.43
624,852,0.81
624,917,0.13
624,928,0.69
625,10,0.56
625,50,0.51
625,414,0.11
625,490,0.92
625,678,0.28
625,869,0.21
625,928,0.53
625,1017,0.39
626,409,0.7
626,490,0.36
627,110,0.1
627,115,0.23
627,144,0.94
627,150,0.83
627,395,0.44
627,404,0.34
627,406,0.25
627,425,0.91
627,426,0.75
627,559,0.21
627,569,0.17
627,574,0.41
627,599,0.25
627,601,0.22
627,678,0.19
627,759,0.36
627,981,0.57
628,203,0.79
628,226,0.9
628,244,0.66
628,431,0.86
628,457,0.28
628,493,0.83
628,508,0.24
628,520,0.84
628,550,0.3
628,599,0.1
628,663,0.05
628,752,0.71
628,756,0.5
629,455,1
629,886,0.58
629,1006,0.55
630,369,0.59
630,409,0.71
630,477,0.87
630,509,0.21
630,529,0.89
630,656,0.74
630,898,0.42
630,981,0.36
631,9,0.82
631,262,0.08
631,587,0.15
631,798,0.82
631,869,0.83
631,942,0.48
631,962,0.79
631,1019,0.78
632,146,0.14
632,494,0.38
632,606,0.94
632,792,0.44
632,976,0.27
632,988,0.16
633,9,0.66
633,12,0.41
633,75,0.09
633,311,0.65
633,548,0.74
633,697,0.31
634,23,0.21
634,48,0.69
634,218,0.96
634,229,0.3
634,426,0.54
635,75,0.08
635,129,0.18
635,261,0.28
635,496,0.66
635,693,0.81
635,699,0.93
635,843,0.37
635,888,0.54
635,918,0.4
636,271,0.8
636,529,0.77
636,580,0.69
636,879,0.04
636,927,0.36
637,48,0.01
637,201,0.1
637,203,0.68
637,234,0.33
637,695,0.83
638,50,0.13
638,152,0.65
638,209,0.84
638,481,0.92
638,582,0.44
638,851,0.12
638,915,0.92
639,24,0.25
639,70,0.9
639,81,0.52
639,125,0.99
639,144,0.03
639,166,0.61
639,316,0.56
639,346,0.01
639,688,0.14
639,690,0.61
639,762,0.22
639,780,0.18
640,53,0.79
640,99,0.65
640,275,0.15
640,413,0.22
640,495,0.8
640,525,0.02
640,855,0.59
641,158,0.96
641,319,0.03
641,939,0.7
642,255,0.28
642,393,0.38
642,632,0.4
642,675,0.56
642,731,0.89
642,900,0.09
642,975,0.39
643,26,0.48
643,146,0.96
643,301,0.38
643,315,0.77
643,325,0.27
643,350,0.18
643,377,0.19
643,401,0.9
643,502,0.57
643,519,0.35
643,548,0.35
643,562,0.14
643,826,0.72
643,862,0.18
643,891,0.5
643,982,0.2
644,7,0.64
644,299,0.78
644,363,0.24
644,377,0.85
644,536,0.84
644,556,0.71
644,614,0.8
644,684,0.34
644,915,0.52
645,267,0.66
645,282,0.77
645,600,0.83
645,610,0.44
646,166,0.09
646,389,0.59
646,393,0.73
646,615,0.54
646,698,0.16
646,762,0.91
646,942,0.2
647,70,0.69
647,299,0.21
647,474,0.35
647,603,0.92
647,678,0.05
648,168,0.22
648,675,0.7
648,723,0.77
649,354,0.5
649,397,0.48
649,425,0.88
649,460,0.55
649,477,0.09
649,642,0.72
649,719,0.51
649,766,0.3
649,979,0.58
650,242,0.25
650,458,0.01
650,530,0.58
650,546,0.16
650,626,0.35
650,878,0.68
650,894,0.89
651,57,0.97
651,69,0.46
651,128,0.48
651,135,0.83
651,170,0.15
651,204,0.47
651,281,0.06
651,300,0.15
651,302,0.53
651,343,0.39
651,473,0.38
651,564,0.77
651,569,0.69
651,709,0.41
651,763,0.88
651,773,0.23
651,889,0.63
651,891,0.31
651,902,0.6
651,921,0.04
651,944,0.57
651,953,0.8
651,973,0.77
652,147,0.85
652,164,0.45
652,234,0.02
652,338,0.94
652,358,0.67
652,360,0.38
652,376,0.07
652,634,0.18
652,794,0.95
652,842,0.3
652,963,0.3
653,105,0.7
653,123,0.72
653,140,0.49
653,414,0.39
653,576,0.3
653,585,0.82
653,599,0.55
653,630,0.98
653,632,0.75
653,638,0.31
653,651,0.89
653,680,0.32
653,777,0.39
654,41,0.38
654,138,0.35
654,680,0.89
654,943,0.15
655,49,0.92
655,165,0.38
655,300,0.54
655,324,0.69
655,502,0.01
655,526,0.89
655,618,0.86
655,695,0.72
655,700,0.73
655,774,0.48
655,962,0.17
656,10,0.79
656,31,0.12
656,57,0.4
656,86,0.48
656,105,0.22
656,138,0.07
656,152,0.34
656,164,0.65
656,199,0.57
656,248,0.25
656,275,0.62
656,358,0.51
656,367,0.6
656,413,0.15
656,477,0.36
656,506,0.58
656,508,0.92
656,569,0.98
656,578,0.48
656,601,0.35
656,618,0.97
656,719,0.05
656,720,0.18
656,727,0.37
656,831,0.98
656,949,0.87
656,989,0.9
657,6,0.1
